"item_id","scale_id","item_text","source_table"
1237,"spanishmegastudy","¿Qué famoso explorador navegó en el Golden Hind?","spanishmegastudy"
1238,"spanishmegastudy","¿Qué físico perfeccionó la teoría del Big Bang de Lemaître?","spanishmegastudy"
1239,"spanishmegastudy","¿Qué instrumento médico inventó René Laennec?","spanishmegastudy"
1240,"spanishmegastudy","¿Qué invención se atribuye a Galileo Galilei?","spanishmegastudy"
1241,"spanishmegastudy","¿Qué invención se le atribuye habitualmente a Benjamin Franklin?","spanishmegastudy"
1242,"spanishmegastudy","¿Qué inventaron los hermanos Wright?","spanishmegastudy"
1243,"spanishmegastudy","¿Qué inventaron y patentaron W. Davis y Levi Strauss?","spanishmegastudy"
1244,"spanishmegastudy","¿Qué inventó el doctor polaco Ludwik Lejzer Zamenhof en 1887?","spanishmegastudy"
1245,"spanishmegastudy","¿Qué inventó Enrico Fermi?","spanishmegastudy"
1246,"spanishmegastudy","¿Qué inventó Evangelista Torricelli en 1643?","spanishmegastudy"
1247,"spanishmegastudy","¿Qué inventó James Dewar en 1892?","spanishmegastudy"
1248,"spanishmegastudy","¿Qué inventó y patentó James Watt?","spanishmegastudy"
1249,"spanishmegastudy","¿En qué país se inventó la brújula?","spanishmegastudy"
1250,"spanishmegastudy","¿Qué planeta descubrió Clyde Tombaugh en 1930?","spanishmegastudy"
1251,"spanishmegastudy","¿Quién descubrió la estructura de doble hélice del ADN?","spanishmegastudy"
1252,"spanishmegastudy","¿Quién es reconocido como uno de los inventores de la televisión electromecánica?","spanishmegastudy"
1253,"spanishmegastudy","¿Quién fue el microbiólogo que descubrió las bacterias al observarlas a través de un microscopio?","spanishmegastudy"
1254,"spanishmegastudy","¿Quién fue el primero en describir la circulación sanguínea con detalle?","spanishmegastudy"
1255,"spanishmegastudy","¿Quién fue la primera persona en llegar al Polo Sur en 1911?","spanishmegastudy"
1256,"spanishmegastudy","¿Quién inventó una muy exitosa versión de la maquinilla de afeitar?","spanishmegastudy"
1257,"spanishmegastudy","¿Quién transmitió las primeras señales de radio a través del Atlántico en 1901?","spanishmegastudy"
1258,"spanishmegastudy","¿Aproximadamente cuántos idiomas se habla en Papúa Nueva Guinea?","spanishmegastudy"
1259,"spanishmegastudy","¿Cómo se dice \barba\ en latín?","spanishmegastudy"
1260,"spanishmegastudy","¿Cómo se le llama a una lengua que se crea artificialmente en lugar de desarrollarse de forma natural?","spanishmegastudy"
1261,"spanishmegastudy","¿Cómo se llamaba el primer no-humano que aprendió a comunicarse utilizando la lengua de signos americana?","spanishmegastudy"
1262,"spanishmegastudy","¿Con qué otro nombre se conoce la palabra japonesa \seppuku\?","spanishmegastudy"
1263,"spanishmegastudy","¿Cuál es el idioma oficial de Andorra?","spanishmegastudy"
1264,"spanishmegastudy","¿Cuál es el idioma oficial de Belice?","spanishmegastudy"
1265,"spanishmegastudy","¿Cuál es el idioma oficial de Jordania?","spanishmegastudy"
1266,"spanishmegastudy","¿Cuál es el idioma romance más hablado en el mundo?","spanishmegastudy"
1267,"spanishmegastudy","¿Cuál es la última letra del alfabeto griego?","spanishmegastudy"
1268,"spanishmegastudy","¿Cuáles son algunos ejemplos de lenguas que no se han desarrollado naturalmente?","spanishmegastudy"
1269,"spanishmegastudy","¿Cuántas letras hay en el alfabeto inglés?","spanishmegastudy"
1270,"spanishmegastudy","¿De qué idioma proviene la palabra \alfabeto\?","spanishmegastudy"
1271,"spanishmegastudy","¿De qué países es el idioma oficial el farsi?","spanishmegastudy"
1272,"spanishmegastudy","¿De qué tribus antiguas toman el nombre al menos seis de los siete días de la semana en inglés?","spanishmegastudy"
1273,"spanishmegastudy","¿En qué dirección se escribe el hebreo moderno?","spanishmegastudy"
1274,"spanishmegastudy","¿En qué idioma rezan las personas de fe ortodoxa rusa?","spanishmegastudy"
1275,"spanishmegastudy","¿En qué idiomas \God Jul\ significa \Feliz Navidad\?","spanishmegastudy"
1276,"spanishmegastudy","¿En qué país es el urdu la lengua nacional y la lingua franca?","spanishmegastudy"
1277,"spanishmegastudy","¿En qué país se habla el idioma zulú?","spanishmegastudy"
1278,"spanishmegastudy","¿Qué es el esperanto?","spanishmegastudy"
1279,"spanishmegastudy","¿Qué expresión encajaría con la idea de un \desliz freudiano\?","spanishmegastudy"
1280,"spanishmegastudy","¿Qué frase denota una falsa demostración de tristeza?","spanishmegastudy"
1281,"spanishmegastudy","¿Qué grupo de idiomas suele dividirse en goidélico y británico?","spanishmegastudy"
1282,"spanishmegastudy","¿Qué historia explica la existencia de los diferentes idiomas?","spanishmegastudy"
1283,"spanishmegastudy","¿Qué idioma es una combinación de alemán, hebreo, arameo y algunos idiomas eslavos y lenguas romances?","spanishmegastudy"
1284,"spanishmegastudy","¿Qué idioma o dialecto se usa sistemáticamente para comunicarse con personas que no comparten un idioma común?","spanishmegastudy"
1285,"spanishmegastudy","¿Qué idioma tiene el alfabeto más largo del mundo?","spanishmegastudy"
1286,"spanishmegastudy","¿Qué lengua es el idioma vivo más cercano al inglés?","spanishmegastudy"
1287,"spanishmegastudy","¿Qué lengua romance tiene una inteligibilidad mutua del 85% con el portugués?","spanishmegastudy"
1288,"spanishmegastudy","¿Qué letras usaban varios idiomas germánicos para escribir antes de adoptar el alfabeto latino?","spanishmegastudy"
1289,"spanishmegastudy","¿Qué palabra describe mejor a una tarea ingrata, insoportable, repetitiva e interminable?","spanishmegastudy"
1290,"spanishmegastudy","¿Qué significa \televisión\?","spanishmegastudy"
1291,"spanishmegastudy","¿Qué significa el nombre del antiguo idioma \sánscrito\?","spanishmegastudy"
1292,"spanishmegastudy","¿Qué significa la palabra \sóviet\?","spanishmegastudy"
1293,"spanishmegastudy","¿Qué significa la palabra japonesa \origami\?","spanishmegastudy"
1294,"spanishmegastudy","¿Qué significa la palabra sánscrita \yoga\?","spanishmegastudy"
1295,"spanishmegastudy","¿Qué significa literalmente la expresión latina \ad hoc\?","spanishmegastudy"
1296,"spanishmegastudy","¿Qué término denota una declaración breve y concisa?","spanishmegastudy"
1297,"spanishmegastudy","¿Qué transmite la frase \Et tu, Brute\?","spanishmegastudy"
1298,"spanishmegastudy","¿Cómo se llama el socio de Sherlock Holmes?","spanishmegastudy"
1299,"spanishmegastudy","¿Con qué se pincha el dedo la bella durmiente de los hermanos Grimm antes de caer en un profundo sueño?","spanishmegastudy"
1300,"spanishmegastudy","¿Con quién comete adulterio Anna Karenina?","spanishmegastudy"
1301,"spanishmegastudy","¿Cuál es el nombre del capitán en \Moby Dick\?","spanishmegastudy"
1302,"spanishmegastudy","¿Cuál es el primer nombre del escritor de cuentos argentino Borges?","spanishmegastudy"
1303,"spanishmegastudy","¿Cuál fue el primer libro de James Bond?","spanishmegastudy"
1304,"spanishmegastudy","¿Cuál fue la última novela (inacabada) de Charles Dickens?","spanishmegastudy"
1305,"spanishmegastudy","¿En qué ciudad vivía Julieta, de Shakespeare?","spanishmegastudy"
1306,"spanishmegastudy","¿En qué novela distópica se decía que Gran Hermano vigilaba a los ciudadanos?","spanishmegastudy"
1307,"spanishmegastudy","¿En qué siglo publicaron los hermanos Grimm su primera colección de cuentos de hadas?","spanishmegastudy"
1308,"spanishmegastudy","¿Qué adjetivo usa F. Scott Fitzgerald en el título de su libro para describir a su protagonista Jay Gatsby?","spanishmegastudy"
1309,"spanishmegastudy","¿Qué escritor de ciencia ficción escribió las tres leyes de la robótica?","spanishmegastudy"
1310,"spanishmegastudy","¿Qué famoso personaje infantil creó Carlo Collodi?","spanishmegastudy"
1311,"spanishmegastudy","¿Qué físico teórico es el autor de \Breve historia del tiempo\?","spanishmegastudy"
1312,"spanishmegastudy","¿Qué libro autobiográfico fue publicado por Adolf Hitler en 1925?","spanishmegastudy"
1313,"spanishmegastudy","¿Qué novela de Charles Dickens se considera una autobiografía?","spanishmegastudy"
1314,"spanishmegastudy","¿Qué novela se considera una obra central de la literatura mundial y uno de los mejores logros literarios de Tolstoy?","spanishmegastudy"
1315,"spanishmegastudy","¿Qué obra de Shakespeare tiene a Próspero y Miranda como personajes?","spanishmegastudy"
1316,"spanishmegastudy","¿Qué tienen en común los personajes de Shakespeare \Cleopatra\, \Romeo\ y \Otelo\?","spanishmegastudy"
1317,"spanishmegastudy","¿Qué une a Frank Herbert, Samuel Delany, H. G. Wells, Frederik Pohl y Harlan Ellison?","spanishmegastudy"
1318,"spanishmegastudy","¿Quién creó \Tarzán\ en 1912?","spanishmegastudy"
1319,"spanishmegastudy","¿Quién es conocido como el \Bardo de Avon\?","spanishmegastudy"
1320,"spanishmegastudy","¿Quién es el autor de la novela \Los miserables\?","spanishmegastudy"
1321,"spanishmegastudy","¿Quién escribió \Alicia en el país de las maravillas\?","spanishmegastudy"
1322,"spanishmegastudy","¿Quién escribió \Anna Karenina\?","spanishmegastudy"
1323,"spanishmegastudy","¿Quién escribió \Crimen y castigo\?","spanishmegastudy"
1324,"spanishmegastudy","¿Quién escribió \Doctor Zhivago\?","spanishmegastudy"
1325,"spanishmegastudy","¿Quién escribió \El retrato de Dorian Gray\ en 1890?","spanishmegastudy"
1326,"spanishmegastudy","¿Quién escribió \Las aventuras de Huckleberry Finn\?","spanishmegastudy"
1327,"spanishmegastudy","¿Quién escribió \Las aventuras de Tom Sawyer\?","spanishmegastudy"
1328,"spanishmegastudy","¿Quién escribió \Los viajes de Gulliver\?","spanishmegastudy"
1329,"spanishmegastudy","¿Quién escribió la novela \Robinson Crusoe\?","spanishmegastudy"
1330,"spanishmegastudy","¿Quién escribió la serie de libros de Harry Potter?","spanishmegastudy"
1331,"spanishmegastudy","¿Quién fue el creador de \Sherlock Holmes\?","spanishmegastudy"
1332,"spanishmegastudy","¿Quiénes eran los protagonistas de \Lo que el viento se llevó\?","spanishmegastudy"
1333,"spanishmegastudy","¿De cuál de estos países es la agencia de noticias Reuters?","spanishmegastudy"
1334,"spanishmegastudy","¿De qué color es habitualmente una lata de crema Nivea?","spanishmegastudy"
1335,"spanishmegastudy","¿De qué país es la marca deportiva Adidas?","spanishmegastudy"
1336,"spanishmegastudy","¿De qué país es Nokia?","spanishmegastudy"
1337,"spanishmegastudy","¿De qué país proviene la marca de helado Häagen-Dazs?","spanishmegastudy"
1338,"spanishmegastudy","¿De qué son marcas Pall Mall, Viceroy y Woodbine?","spanishmegastudy"
1339,"spanishmegastudy","¿Dónde están los cuarteles generales de Panasonic?","spanishmegastudy"
1340,"spanishmegastudy","¿Dónde están los cuarteles generales de Samsung?","spanishmegastudy"
1341,"spanishmegastudy","¿Dónde están los cuarteles oficiales de Opera Software, famosos por su navegador de Internet?","spanishmegastudy"
1342,"spanishmegastudy","¿En qué ciudad abrió el primer Starbucks en 1971?","spanishmegastudy"
1343,"spanishmegastudy","¿En qué ciudad japonesa están los cuarteles generales de Toyota?","spanishmegastudy"
1344,"spanishmegastudy","¿En qué estado americano están los cuarteles oficiales de Microsoft?","spanishmegastudy"
1345,"spanishmegastudy","¿En qué país se creó la compañía \Lego\?","spanishmegastudy"
1346,"spanishmegastudy","¿Qué compañía de ordenadores sacó los videojuegos de \Sonic the Hedgehog\?","spanishmegastudy"
1347,"spanishmegastudy","¿Qué compañía desarrolló la primera impresora láser?","spanishmegastudy"
1348,"spanishmegastudy","¿Qué compañía fue fundada por Bill Gates?","spanishmegastudy"
1349,"spanishmegastudy","¿Qué compañía posee Marvel, los Muppets, Pixar y Hulu?","spanishmegastudy"
1350,"spanishmegastudy","¿Qué compañía tiene como logo 4 círculos entrelazados?","spanishmegastudy"
1351,"spanishmegastudy","¿Qué compañía tiene como logo una silueta azul de un niño pescando y sentado sobre una luna creciente?","spanishmegastudy"
1352,"spanishmegastudy","¿Qué dos palabras se combinan para formar el nombre de la marca de relojes \Swatch\?","spanishmegastudy"
1353,"spanishmegastudy","¿Qué marca de cigarrillos fue la primera en tener una cajetilla con tapa?","spanishmegastudy"
1354,"spanishmegastudy","¿Qué tipo de Coca-Cola estaba originalmente anunciada específicamente para hombres?","spanishmegastudy"
1355,"spanishmegastudy","¿Quién tuvo los derechos de autor de \Cumpleaños feliz\ durante casi 30 años?","spanishmegastudy"
1356,"spanishmegastudy","¿Quiénes fueron junto con Steve Jobs los co-fundadores de Apple?","spanishmegastudy"
1357,"spanishmegastudy","¿A qué equivale el número de Avogadro aproximadamente?","spanishmegastudy"
1358,"spanishmegastudy","¿Cómo se conoce a la propiedad A * B = B * A?","spanishmegastudy"
1359,"spanishmegastudy","¿Cómo se le llama a un número entero más grande que 1 que sólo es divisible entre 1 y él mismo?","spanishmegastudy"
1360,"spanishmegastudy","¿Cómo se le llama a un polígono con seis lados?","spanishmegastudy"
1361,"spanishmegastudy","¿Cómo se le llama a un polígono de nueve lados?","spanishmegastudy"
1362,"spanishmegastudy","¿Cómo se le llama al valor que aparece más frecuentemente en un grupo de datos?","spanishmegastudy"
1363,"spanishmegastudy","¿Cómo se llama el análogo de un cubo en cuatro dimensiones?","spanishmegastudy"
1364,"spanishmegastudy","¿Cómo se llama el número en la parte inferior de una fracción?","spanishmegastudy"
1365,"spanishmegastudy","¿Cómo se llama el número en la parte superior de una fracción?","spanishmegastudy"
1366,"spanishmegastudy","¿Cómo se llama un polígono de 15 lados?","spanishmegastudy"
1367,"spanishmegastudy","¿Cómo se llama un triángulo cuyos tres lados tienen distinta longitud?","spanishmegastudy"
1368,"spanishmegastudy","¿Cuál es el grupo de numeros que incluye todos los números naturales tanto positivos como negativos?","spanishmegastudy"
1369,"spanishmegastudy","¿Cuál es el número romano para 1.000?","spanishmegastudy"
1370,"spanishmegastudy","¿Cuál es el valor de la constante matemática \e\ redondeada a 2 decimales?","spanishmegastudy"
1371,"spanishmegastudy","¿Cuál es la probabilidad de que al lanzar una moneda salga cara si las 10 veces anteriores también ha salido cara?","spanishmegastudy"
1372,"spanishmegastudy","¿Cuál es la raíz cuadrada de 16?","spanishmegastudy"
1373,"spanishmegastudy","¿Cuál es la raíz cuadrada de 196?","spanishmegastudy"
1374,"spanishmegastudy","¿Cuál es la raíz cuadrada de 49?","spanishmegastudy"
1375,"spanishmegastudy","¿Cuántos grados suman los ángulos de un pentágono regular?","spanishmegastudy"
1376,"spanishmegastudy","¿Qué descubrió el matemático John Napier en 1614?","spanishmegastudy"
